,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
p5,-1.0,0.0,0.07333333333333335,-1.0,0.0,-1.0,0.13000000000000003,0.0,-1.0,-1.0,0.0,-1.0,0.0
p50,-1.0,0.3333333333333333,0.6333333333333333,-1.0,0.1,-1.0,0.4,0.5833333333333333,-1.0,-1.0,0.225,-1.0,0.45
p95,-1.0,0.55,0.8166666666666667,-1.0,0.3666666666666667,-1.0,0.6379166666666665,1.0,-1.0,-1.0,0.45000000000000007,-1.0,1.0
