,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
p5,0.2,0.0,0.25555555555555554,0.0,0.1,0.0,0.19090909090909092,0.0,0.0,0.0,0.0,0.0,0.0
p50,0.5,0.4,0.46153846153846156,0.2857142857142857,0.4444444444444444,0.36363636363636365,0.4,0.5,0.0,0.2857142857142857,0.25,0.0,0.2857142857142857
p95,0.7490909090909089,0.8,0.6107692307692307,0.5999999999999996,0.7482517482517483,0.7199999999999998,0.6666666666666666,0.8272727272727274,0.0,0.5428571428571427,0.4,0.3333333333333333,0.8
