,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
p5,-1.0,0.0,0.055000000000000014,-1.0,0.0,-1.0,0.2,0.0,-1.0,-1.0,0.0,-1.0,0.0
p50,-1.0,0.3333333333333333,0.5357142857142857,-1.0,0.1,-1.0,0.4,0.5833333333333333,-1.0,-1.0,0.225,-1.0,0.45
p95,-1.0,0.55,0.7913095238095238,-1.0,0.3666666666666667,-1.0,0.68125,1.0,-1.0,-1.0,0.45,-1.0,0.9649999999999999
