,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
p5,0.07222222222222222,0.0,0.2727272727272727,0.0,0.0,0.0,0.03333333333333336,0.0,-1.0,0.0,0.0,-1.0,0.0
p50,0.3798076923076923,0.4,0.2727272727272727,0.0,0.0,0.0,0.5,0.5,-1.0,0.08333333333333333,0.2857142857142857,-1.0,0.3484848484848485
p95,0.4704545454545454,0.75,0.2727272727272727,0.0,0.3999999999999996,0.16666666666666666,0.7582417582417581,0.8,-1.0,0.475,0.6666666666666666,-1.0,0.8
