,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
p5,0.2857142857142857,0.0,-1.0,-1.0,0.07000000000000002,0.2222222222222222,0.14285714285714285,0.2,0.0,-1.0,0.0,0.25,0.0
p50,0.5714285714285714,0.2,-1.0,-1.0,0.4,0.3333333333333333,0.42857142857142855,0.6,0.3333333333333333,-1.0,0.2,0.25,0.4
p95,0.8571428571428572,0.6,-1.0,-1.0,0.7299999999999998,0.4444444444444444,0.7142857142857143,1.0,1.0,-1.0,0.6,0.25,1.0
