,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
p5,0.2857142857142857,0.25,0.43571428571428567,0.42857142857142855,0.0,0.1357638888888889,0.1,0.16666666666666666,0.14285714285714285,0.16830357142857144,0.2222222222222222,0.14285714285714285,0.0
p50,0.5714285714285714,0.5,0.5,0.42857142857142855,0.3125,0.35416666666666663,0.3,0.5,0.3571428571428571,0.4330357142857143,0.3333333333333333,0.2857142857142857,0.6
p95,0.7142857142857143,0.75,0.5642857142857143,0.42857142857142855,0.5874999999999999,0.6906249999999997,0.5,0.7666666666666657,0.7142857142857143,0.5982142857142857,0.4444444444444444,0.4285714285714285,0.8
