,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
p5,0.0,0.0,0.0,0.0,0.0,0.0,0.18333333333333335,0.0,-1.0,0.0,0.0,-1.0,0.0
p50,0.36363636363636365,0.3333333333333333,0.2727272727272727,0.0,0.0,0.0,0.5,0.3333333333333333,-1.0,0.25,0.3333333333333333,-1.0,0.25
p95,0.5603174603174603,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.6333333333333333,0.7,-1.0,0.47777777777777763,0.75,-1.0,0.8
