,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
p5,0.2785714285714286,0.0,-1.0,-1.0,0.0,0.2222222222222222,0.14285714285714285,0.0,0.0,-1.0,0.0,0.25,0.0
p50,0.5,0.2,-1.0,-1.0,0.4,0.3333333333333333,0.42857142857142855,0.6,0.3333333333333333,-1.0,0.2,0.25,0.4
p95,0.7142857142857143,0.6,-1.0,-1.0,0.6,0.4444444444444444,0.721428571428571,1.0,1.0,-1.0,0.6,0.25,1.0
