,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
p5,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.00833333333333334,0.0,-1.0,-1.0,0.0,-1.0,0.0
p50,-1.0,0.2727272727272727,-1.0,0.0,0.2,-1.0,0.3205128205128205,0.25,-1.0,-1.0,0.1111111111111111,-1.0,0.25
p95,-1.0,0.4337662337662337,-1.0,0.3333333333333333,0.38166666666666665,-1.0,0.6,0.6666666666666666,-1.0,-1.0,0.4942857142857142,-1.0,0.7549999999999997
