,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
p5,-1.0,0.0,0.5357142857142857,-1.0,0.0,-1.0,0.0,0.16666666666666666,-1.0,-1.0,0.0,-1.0,0.0
p50,-1.0,0.3333333333333333,0.5357142857142857,-1.0,0.1,-1.0,0.45,0.5833333333333333,-1.0,-1.0,0.225,-1.0,0.45
p95,-1.0,0.55,0.5357142857142857,-1.0,0.4599999999999999,-1.0,0.73125,1.0,-1.0,-1.0,0.45000000000000007,-1.0,1.0
