,,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
method1_sim_addAU,count,12.0,98.0,1.0,1.0,16.0,22.0,82.0,55.0,40.0,11.0,45.0,9.0,52.0
method1_sim_addAU,mean,-1.0,0.3441374668415483,0.5227272727272727,-1.0,0.18954951298701297,-1.0,0.4259937217254291,0.4467945186127006,-1.0,-1.0,0.24731731231731233,-1.0,0.45088549271241585
method1_sim_addAU,std,0.0,0.17220678388208321,,,0.15212531845497293,0.0,0.19526040164286573,0.22634771485990668,0.0,0.0,0.16430488734236004,0.0,0.2813539638908669
method1_sim_addAU,min,-1.0,0.0,0.5227272727272727,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
method1_sim_addAU,25%,-1.0,0.2361111111111111,0.5227272727272727,-1.0,0.08333333333333333,-1.0,0.29292929292929293,0.2956709956709957,-1.0,-1.0,0.1111111111111111,-1.0,0.23691239316239315
method1_sim_addAU,50%,-1.0,0.3456709956709957,0.5227272727272727,-1.0,0.16233766233766234,-1.0,0.4444444444444444,0.39285714285714285,-1.0,-1.0,0.26785714285714285,-1.0,0.452020202020202
method1_sim_addAU,75%,-1.0,0.4722222222222222,0.5227272727272727,-1.0,0.3009469696969697,-1.0,0.55,0.65,-1.0,-1.0,0.34285714285714286,-1.0,0.6401785714285714
method1_sim_addAU,max,-1.0,0.8035714285714286,0.5227272727272727,-1.0,0.4949494949494949,-1.0,0.8166666666666667,0.9,-1.0,-1.0,0.5857142857142856,-1.0,0.9444444444444444
