,,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
method1_sim_addAU,count,77.0,85.0,8.0,71.0,40.0,41.0,36.0,38.0,61.0,39.0,31.0,22.0,55.0
method1_sim_addAU,mean,0.5144218265483997,0.43722343016460624,0.5457750582750582,0.47962379836862035,0.40678800366300366,0.48599953768533394,0.41312528248802766,0.4787038254143518,0.3746673983896741,0.46386503062795054,0.3709223888066394,0.24997947294598014,0.38782217782217765
method1_sim_addAU,std,0.16712575650922148,0.20767142906968397,0.12790704346454052,0.12005496576985569,0.19621094976548478,0.13642410469654,0.13125955137542442,0.229933870496203,0.14924840466982667,0.1028152371209811,0.09163533640174833,0.082435413657675,0.237910233921561
method1_sim_addAU,min,0.16666666666666666,0.0,0.36363636363636365,0.18181818181818182,0.0,0.2583333333333333,0.16666666666666666,0.0,0.14285714285714285,0.2761904761904762,0.23529411764705882,0.14285714285714285,0.0
method1_sim_addAU,25%,0.36363636363636365,0.2857142857142857,0.48214285714285715,0.4,0.30219780219780223,0.41428571428571426,0.3269230769230769,0.3727272727272727,0.26666666666666666,0.39743589743589747,0.3076923076923077,0.18181818181818182,0.2222222222222222
method1_sim_addAU,50%,0.5333333333333333,0.4444444444444444,0.5333333333333333,0.5,0.41428571428571426,0.44505494505494503,0.4,0.5,0.375,0.45,0.375,0.21637426900584794,0.4
method1_sim_addAU,75%,0.625,0.5714285714285714,0.5952380952380952,0.5714285714285714,0.5454545454545454,0.5791666666666666,0.5333333333333333,0.6115384615384616,0.42857142857142855,0.5509049773755657,0.41428571428571426,0.3269230769230769,0.5584415584415584
method1_sim_addAU,max,0.8333333333333334,0.8,0.7692307692307693,0.7272727272727273,0.7692307692307693,0.8285714285714285,0.625,0.9090909090909091,0.7692307692307693,0.6648351648351649,0.625,0.36363636363636365,0.9090909090909091
