,,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
method2,count,13.0,96.0,1.0,1.0,14.0,25.0,76.0,47.0,44.0,17.0,49.0,9.0,52.0
method2,mean,0.4871794871794872,0.5442708333333334,0.3333333333333333,0.3333333333333333,0.3125,0.3025,0.31842105263157894,0.4822695035460993,0.28787878787878785,0.3941176470588235,0.1326530612244898,0.15555555555555556,0.45384615384615395
method2,std,0.1979236953317848,0.22651475979173794,,,0.20065996879528084,0.208699508130416,0.1448774436695047,0.2033358355547853,0.19806439444227078,0.1856801663695036,0.12256702548794049,0.16666666666666669,0.2886490089660346
method2,min,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
method2,25%,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.25,0.13392857142857142,0.2,0.3333333333333333,0.16666666666666666,0.26666666666666666,0.0,0.0,0.2
method2,50%,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3125,0.26785714285714285,0.3,0.5,0.25,0.45,0.16666666666666666,0.2,0.4
method2,75%,0.6666666666666666,0.75,0.3333333333333333,0.3333333333333333,0.375,0.4017857142857143,0.4,0.6666666666666666,0.5,0.45,0.16666666666666666,0.2,0.6499999999999999
method2,max,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.75,0.8660714285714286,0.6,1.0,0.6666666666666666,0.6333333333333333,0.3333333333333333,0.4,1.0
