,,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
method2_sim_addAU,count,33.0,57.0,6.0,54.0,32.0,34.0,29.0,39.0,43.0,27.0,26.0,16.0,48.0
method2_sim_addAU,mean,0.5064935064935064,0.5789473684210527,0.49999999999999994,0.39506172839506176,0.36160714285714285,0.46078431372549034,0.42758620689655175,0.41452991452991456,0.33333333333333354,0.5370370370370371,0.30000000000000016,0.34375,0.3697916666666667
method2_sim_addAU,std,0.1432624121617546,0.3871769815440918,0.14982983545287878,0.2596084301370319,0.1849661463963223,0.20125374509517738,0.2250342064857473,0.2158615096144596,2.246724431987424e-16,0.17952533172046983,0.10198039027185572,0.125,0.3136503649263614
method2_sim_addAU,min,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.25,0.2,0.25,0.0
method2_sim_addAU,25%,0.42857142857142855,0.5,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.5,0.2,0.25,0.25
method2_sim_addAU,50%,0.5714285714285714,0.5,0.5,0.3333333333333333,0.2857142857142857,0.5,0.4,0.3333333333333333,0.3333333333333333,0.5,0.30000000000000004,0.25,0.25
method2_sim_addAU,75%,0.5714285714285714,1.0,0.5714285714285714,0.6666666666666666,0.46428571428571425,0.5,0.6,0.5,0.3333333333333333,0.75,0.4,0.5,0.5
method2_sim_addAU,max,0.7142857142857143,1.0,0.7142857142857143,1.0,0.7142857142857143,0.8333333333333334,1.0,0.8333333333333334,0.3333333333333333,0.75,0.4,0.5,1.0
