,,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
method1_sim_addAU,count,75.0,94.0,9.0,71.0,36.0,42.0,32.0,36.0,62.0,41.0,29.0,21.0,56.0
method1_sim_addAU,mean,0.5320532467188815,0.22704305151113657,-1.0,-1.0,0.34177011260344586,0.38310940885576,0.45570783383283375,0.5209491126157793,0.2731345715216683,-1.0,0.2226128277852416,0.2291640898783756,0.40174468388754087
method1_sim_addAU,std,0.1715593078619351,0.16238323263021456,0.0,0.0,0.20665405886298208,0.0873455259851857,0.1473587671135319,0.24596391974364842,0.21789452486884991,0.0,0.2211155668240794,0.047872704547884594,0.2751279300220003
method1_sim_addAU,min,0.16666666666666666,0.0,-1.0,-1.0,0.0,0.2222222222222222,0.16666666666666666,0.0,0.0,-1.0,0.0,0.125,0.0
method1_sim_addAU,25%,0.4,0.14285714285714285,-1.0,-1.0,0.2222222222222222,0.3382352941176471,0.38333333333333336,0.43333333333333335,0.0,-1.0,0.0,0.2,0.21666666666666667
method1_sim_addAU,50%,0.5454545454545454,0.2222222222222222,-1.0,-1.0,0.3484848484848485,0.3875,0.5,0.5454545454545454,0.2857142857142857,-1.0,0.2,0.2222222222222222,0.4444444444444444
method1_sim_addAU,75%,0.625,0.3333333333333333,-1.0,-1.0,0.5,0.42669172932330823,0.5333333333333333,0.6282051282051282,0.43333333333333335,-1.0,0.4,0.25,0.6
method1_sim_addAU,max,0.8571428571428571,0.5714285714285714,-1.0,-1.0,0.6666666666666666,0.5714285714285714,0.7692307692307693,1.0,0.8,-1.0,0.6,0.3333333333333333,1.0
