,,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
method1_sim_addAU,count,31.0,127.0,4.0,12.0,23.0,39.0,95.0,52.0,62.0,25.0,52.0,9.0,73.0
method1_sim_addAU,mean,0.4577603874093439,0.3817049092639642,0.4652777777777778,0.23015873015873012,0.11028609072087332,0.3261685147431756,0.4547407133630043,0.4731638020099559,-1.0,0.3707765567765568,0.3038156288156289,-1.0,0.3749091851831577
method1_sim_addAU,std,0.12413645646236175,0.18330001967823173,0.041666666666666685,0.1867418937264343,0.16674235002288282,0.07030846211427244,0.18798117387344127,0.26835441704006724,0.0,0.19058589032290799,0.21879657184029194,0.0,0.2707021753594504
method1_sim_addAU,min,0.2,0.0,0.41666666666666663,0.0,0.0,0.23529411764705882,0.0,0.0,-1.0,0.14285714285714285,0.0,-1.0,0.0
method1_sim_addAU,25%,0.39230769230769236,0.25,0.4375,0.0,0.0,0.2857142857142857,0.3484848484848485,0.3269230769230769,-1.0,0.18181818181818182,0.16666666666666666,-1.0,0.16666666666666666
method1_sim_addAU,50%,0.46153846153846156,0.36363636363636365,0.4722222222222222,0.2857142857142857,0.0,0.3076923076923077,0.5,0.5,-1.0,0.3333333333333333,0.30952380952380953,-1.0,0.3333333333333333
method1_sim_addAU,75%,0.5454545454545454,0.5,0.5,0.2976190476190476,0.2222222222222222,0.3875,0.5714285714285714,0.6666666666666666,-1.0,0.5454545454545454,0.5,-1.0,0.5714285714285714
method1_sim_addAU,max,0.6666666666666666,0.8571428571428571,0.5,0.5,0.6666666666666666,0.5,0.8235294117647058,1.0,-1.0,0.7272727272727273,0.8,-1.0,0.8888888888888888
