,,Amusement,Anger,Awe,Contempt,Disgust,Embarrassment,Fear,Happiness,Interest,Pride,Sadness,Shame,Surprise
method2,count,79.0,84.0,9.0,70.0,40.0,43.0,34.0,37.0,63.0,37.0,30.0,22.0,56.0
method2,mean,0.39873417721519017,0.5476190476190477,0.4629629629629629,0.3952380952380952,0.36428571428571427,0.37209302325581395,0.44705882352941173,0.45045045045045057,0.0,0.3783783783783784,0.19999999999999993,0.16666666666666669,0.375
method2,std,0.2039805475038306,0.3851071484371527,0.16197088596792503,0.24926854116206973,0.2019009606387623,0.24911804564192414,0.23643218531561944,0.22520520431534746,0.0,0.2378162243341622,0.1660909597074799,0.17058877190638636,0.31622776601683794
method2,min,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
method2,25%,0.16666666666666666,0.375,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.2,0.2,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.25
method2,50%,0.5,0.5,0.5,0.3333333333333333,0.2857142857142857,0.4,0.4,0.5,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.25
method2,75%,0.5,1.0,0.5,0.6666666666666666,0.5714285714285714,0.5,0.6,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
method2,max,0.8333333333333334,1.0,0.6666666666666666,1.0,0.7142857142857143,0.8,1.0,0.8333333333333334,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
